,index,envComp,geo,gRMSD,valence,type,pdb,Binding_motif
22,532,FE1S4,tet,0.1111851149015553,0.755154369038111,"Mineral,Protein","['1a6l', '1a70', '1aa6', '1ao0', '1aop', '1aor', '1awd', '1axq', '1ayf', '1b0j', '1b0k', '1b0m', '1b0p', '1b0t', '1b0v', '1b0y', '1b13', '1b25', '1b2j', '1b2o', '1b4n', '1b71', '1b9r', '1bc6', '1bd6', '1be3', '1bgy', '1blu', '1bq8', '1bq9', '1bqx', '1brf', '1bwe', '1c09', '1c4a', '1c4c', '1c96', '1c97', '1caa', '1cad', '1cc1', '1cje', '1czp', '1d3w', '1dax', '1de0', '1dfd', '1dfx', '1dgj', '1dj7', '1djn', '1djq', '1doi', '1dur', '1dvb', '1dxg', '1e08', '1e0z', '1e10', '1e1d', '1e2u', '1e3d', '1e6e', '1e7p', '1e9m', '1e9v', '1ea0', '1eg9', '1ep1', '1ep2', '1ep3', '1ewy', '1eyt', '1f2g', '1f37', '1f5b', '1f5c', '1fdi', '1fdn', '1fdo', '1feh', '1ff2', '1ffu', '1ffv', '1fgh', '1fhh', '1fhm', '1fiq', '1fo4', '1fp4', '1fp6', '1fqt', '1frd', '1frf', '1frh', '1fri', '1frj', '1frk', '1frl', '1frm', '1frv', '1frx', '1ftc', '1fxa', '1fxr', '1g1m', '1g20', '1g21', '1g3o', '1g5p', '1g6b', '1g8j', '1g8k', '1gao', '1gn9', '1gnl', '1gnt', '1gph', '1gt8', '1gte', '1gth', '1gx7', '1h0h', '1h1l', '1h2a', '1h2r', '1h7w', '1h7x', '1h98', '1hfe', '1hlq', '1hrk', '1hux', '1i7h', '1iqz', '1ir0', '1iro', '1iu5', '1iu6', '1iua', '1iue', '1j7a', '1j7b', '1j7c', '1jb0', '1jnr', '1jnz', '1jq4', '1jqk', '1jro', '1jrp', '1js2', '1jyb', '1k0t', '1kea', '1kek', '1kf6', '1kfy', '1kg2', '1kg3', '1kg4', '1kg5', '1kg6', '1kg7', '1kqf', '1kqg', '1kqj', '1krh', '1l0l', '1l0v', '1l5h', '1l5j', '1l5p', '1l6v', '1l9g', '1lkm', '1lko', '1lkp', '1llw', '1llz', '1lm1', '1m1n', '1m1y', '1m2a', '1m2b', '1m2d', '1m34', '1mio', '1mjg', '1mud', '1mun', '1muy', '1n2c', '1n5w', '1n5x', '1n60', '1n61', '1n62', '1n63', '1ndo', '1nip', '1noe', '1ntm', '1nu1', '1nyk', '1o7g', '1o7h', '1o7m', '1o7p', '1o7w', '1o94', '1o95', '1oa0', '1oa1', '1ofd', '1ofe', '1off', '1ogy', '1ohv', '1ohw', '1ohy', '1olt', '1oqq', '1oqr', '1p84', '1pc4', '1pc5', '1pdx', '1pfd', '1pp9', '1ppj', '1ps9', '1put', '1q16', '1q90', '1qgu', '1qh1', '1qh8', '1qlb', '1qoa', '1qob', '1qof', '1qog', '1qt9', '1r27', '1r30', '1r7s', '1rb9', '1rdv', '1rfk', '1rfs', '1rgv', '1rie', '1rm6', '1roe', '1rof', '1ru3', '1ryt', '1s2z', '1s30', '1sb3', '1sij', '1siw', '1siz', '1sj1', '1smm', '1smu', '1smw', '1sqv', '1sqx', '1su6', '1su7', '1su8', '1suf', '1t3q', '1t9o', '1t9p', '1t9q', '1tv7', '1tv8', '1ubh', '1ubj', '1ubk', '1ubl', '1ubm', '1ubo', '1ubr', '1ubt', '1ubu', '1ui0', '1ui1', '1uli', '1ulj', '1upx', '1uuv', '1uuw', '1uwm', '1uwv', '1v97', '1vck', '1vcx', '1vdv', '1vjw', '1vk2', '1vlb', '1vm9', '1vzi', '1w9m', '1wef', '1weg', '1wei', '1wql', '1wri', '1wtf', '1wuh', '1wui', '1wuj', '1wuk', '1wul', '1ww9', '1wyg', '1x0g', '1xcp', '1xd8', '1xd9', '1xdb', '1xer', '1xln', '1xlo', '1xlp', '1xlq', '1y4z', '1y5i', '1y5l', '1y5n', '1yfu', '1yfw', '1yfx', '1yji', '1yjj', '1yk4', '1yk5', '1yq3', '1yq4', '1yq9', '1yqw', '1yrq', '1yux', '1yuz', '1yv1', '1z01', '1z02', '1z03', '1zj8', '1zj9', '1zoy', '1zp0', '1zxi', '2a06', '2a5h', '2abk', '2afh', '2afi', '2akj', '2ams', '2aop', '2b1x', '2b24', '2b3x', '2b3y', '2b76', '2bcc', '2bh2', '2bmo', '2bmq', '2bmr', '2bs2', '2bs3', '2bs4', '2bt6', '2c3m', '2c3o', '2c3p', '2c3u', '2c3y', '2c42', '2ckf', '2ckj', '2d2c', '2d3y', '2de5', '2de6', '2de7', '2dsx', '2e1q', '2e3t', '2e4p', '2e4q', '2e7p', '2e7z', '2fb2', '2fb3', '2fbw', '2fgo', '2fja', '2fjb', '2fjd', '2fje', '2fla', '2frv', '2fug', '2fyn', '2fyu', '2g36', '2gbw', '2gbx', '2gep', '2gmh', '2gmj', '2goy', '2h88', '2h89', '2hmj', '2hmk', '2hml', '2hmm', '2hmn', '2hmo', '2hr5', '2hrc', '2hre', '2ht9', '2hu9', '2i7f', '2ibz', '2iv2', '2ivf', '2jh3', '2ji1', '2ji2', '2ji3', '2jim', '2jio', '2jip', '2jiq', '2jir', '2jqr', '2mh7', '2min', '2mjd', '2mje', '2nap', '2nip', '2nuk', '2num', '2nve', '2nvf', '2nvg', '2nwf', '2nya', '2pa8', '2pda', '2pia', '2pnj', '2po5', '2po7', '2pu9', '2puk', '2puo', '2pvd', '2pvg', '2pvo', '2pya', '2qd0', '2qd1', '2qd2', '2qd3', '2qd4', '2qd5', '2qh1', '2qh7', '2qjk', '2qjp', '2qjy', '2qpz', '2r13', '2rdv', '2tmd', '2uza', '2v2k', '2v3b', '2v3v', '2v45', '2v4j', '2vdc', '2vkr', '2vpw', '2vpx', '2vpy', '2vpz', '2vsf', '2w3r', '2w3s', '2w54', '2w55', '2waq', '2wb1', '2wci', '2wdq', '2wdr', '2wdv', '2wlb', '2wp9', '2wpn', '2wqy', '2ws3', '2wsc', '2wu2', '2wu5', '2wul', '2xdq', '2xr8', '2xrx', '2xsh', '2xsj', '2xso', '2y0f', '2y5c', '2y8n', '2yaj', '2ybb', '2yfi', '2yfj', '2yfl', '2yiu', '2yiv', '2ynm', '2z1d', '2zvs', '2zyl', '3a04', '3a05', '3a38', '3a39', '3ab5', '3aef', '3aek', '3aeq', '3aer', '3aes', '3aet', '3aeu', '3ah7', '3am9', '3amz', '3an1', '3aop', '3aqi', '3av8', '3ax7', '3ax9', '3ayx', '3ayz', '3azc', '3b0g', '3b0h', '3b0j', '3b0l', '3b0m', '3b0n', '3b2f', '3b2g', '3b51', '3b52', '3b53', '3b9j', '3bdj', '3bvq', '3c8f', '3c8y', '3cb8', '3cf4', '3cir', '3ciw', '3cix', '3crv', '3cur', '3cus', '3cwb', '3cx5', '3cxh', '3d89', '3dnf', '3dqy', '3egw', '3en1', '3etr', '3eub', '3eun', '3ew0', '3exy', '3f7t', '3fah', '3fc4', '3fnv', '3fou', '3fwy', '3gce', '3gcf', '3geo', '3git', '3gke', '3gkq', '3gl0', '3gl2', '3gyx', '3gzx', '3gzy', '3h1h', '3h1i', '3h1j', '3h1k', '3h1l', '3h31', '3h3x', '3hcn', '3hco', '3hcp', '3hcr', '3hip', '3hrd', '3hui', '3i39', '3i9v', '3iam', '3ias', '3iix', '3iiz', '3ir5', '3ir6', '3ir7', '3j16', '3k1a', '3k30', '3ke8', '3ke9', '3kef', '3kel', '3kem', '3kyu', '3kyv', '3kyx', '3kyy', '3l4p', '3l70', '3l71', '3l72', '3l73', '3l74', '3l75', '3l9q', '3lgb', '3lpq', '3lx4', '3lxf', '3lzd', '3m9s', '3min', '3ml1', '3mm5', '3mm6', '3mm7', '3mm8', '3mm9', '3mma', '3mmb', '3mmc', '3mps', '3myr', '3n0q', '3n5n', '3noy', '3nrz', '3ns1', '3nvv', '3nvw', '3nvy', '3nvz', '3o3m', '3o3n', '3o3o', '3o5a', '3or1', '3or2', '3p1m', '3p4p', '3p4q', '3p4r', '3p4s', '3p63', '3pcq', '3pdi', '3pni', '3pwf', '3pza', '3q36', '3qvd', '3ree', '3rf9', '3rfa', '3rhc', '3ryg', '3rz6', '3rzt', '3s2q', '3s2r', '3sfd', '3sfe', '3ss2', '3szl', '3szo', '3szu', '3t0f', '3t0g', '3t7v', '3tbm', '3tbn', '3tbo', '3u7q', '3una', '3unc', '3uni', '3uqy', '3urk', '3usc', '3use', '3utc', '3utd', '3uv3', '3uv6', '3uv7', '3vca', '3vcp', '3vkp', '3vkq', '3vkr', '3vks', '3vkt', '3vlx', '3vly', '3vlz', '3vm0', '3vm1', '3vmg', '3vmh', '3vmi', '3vr8', '3vyr', '3w1w', '3w5u', '3w5v', '3wcq', '3ze6', '3ze7', '3ze8', '3ze9', '3zea', '3zgl', '3zgn', '3zxs', '3zyv', '4a15', '4aay', '4aop', '4ar3', '4ar4', '4ar5', '4ar6', '4ayb', '4c3o', '4c7y', '4c7z', '4c80', '4ci0', '4d4o', '4d4p', '4dja', '4eb3', '4eht', '4ehu', '4emj', '4ezf', '4f1e', '4f28', '4f2c', '4f4d', '4fe1', '4fhc', '4fhd', '4fhe', '4fhf', '4fhg', '4fxc', '4g38', '4g39', '4g9p', '4gep', '4hea', '4hsl', '4hvo', '4id8', '4itk', '4iub', '4iuc', '4iud', '4jxc', '4jy8', '4jy9', '4jyd', '4jye', '4jyf', '4k36', '4k37', '4k38', '4k39', '4k9f', '4k9r', '4kl8', '4kla', '4klc', '4klr', '4kmm', '4kn9', '4ko1', '4ko2', '4ko3', '4ko4', '4kx6', '4l2n', '4ltu', '4m7s', '4m7t', '4mk4', '4mux', '4muy', '4mv0', '4mv5', '4n58', '4n59', '4n7b', '4nb8', '4nb9', '4nba', '4nbb', '4nbc', '4nbd', '4nbe', '4nbf', '4nbg', '4nbh', '4nd8', '4njg', '4njh', '4nji', '4njj', '4njk', '4ogq', '4omf', '4oo7', '4ooa', '4ov1', '4p1b', '4p1c', '4pkf', '4pl1', '4pl2', '4qck', '4qdc', '4qup', '4quq', '4qur', '4r0v', '4r33', '4r34', '4rap', '4ras', '4rb4', '4rh0', '4rh1', '4rku', '4rqo', '4rr2', '4rtb', '4s23', '4s25', '4s26', '4s27', '4s28', '4s38', '4s39', '4s3a', '4s3b', '4s3c', '4s3e', '4tku', '4tkv', '4tpu', '4ttt', '4u0o', '4u0p', '4u9h', '4u9i', '4ucq', '4ucw', '4ucx', '4ud2', '4ud6', '4udx', '4udy', '4ue2', '4ue6', '4ueq', '4uew', '4uhw', '4uhx', '4unf', '4uob', '4upe', '4upv', '4uq8', '4uql', '4uqp', '4uqu', '4ur0', '4ur1', '4ur2', '4ur3', '4urh', '4us8', '4us9', '4usa', '4wcx', '4wes', '4wn9', '4wqm', '4wza', '4wzb', '4x33', '4xdc', '4xdd', '4xk8', '4xpi', '4y0d', '4y0h', '4y28', '4ylf', '4yrw', '4yry', '4ysw', '4yty', '4ytz', '4z3w', '4z3x', '4z3y', '4z3z', '4z40', '4zbx', '4zby', '4zbz', '4zoh', '5a4f', '5a4i', '5a4m', '5aa5', '5adu', '5aop', '5aui', '5bvg', '5bvh', '5bwe', '5byq', '5byr', '5bys', '5c4i', '5cx1', '5d6s', '5dii', '5eaw', '5exd', '5exe', '5ffi', '5frt', '5gep', '5h8c', '5h8w', '5hl4', '6fd1', '6fdr', '6gep', '7fd1', '7fdr', '7gep', '8gep', 'Bornite-0003822', 'Briartite-0014274', 'Chalcopyrite-0018622', 'Cubanite-0001533', 'Djerfisherite-0006153', 'Erdite-0000785', 'Greigite-0000127', 'Lenaite-0006082', 'Miharaite-0012478', 'Picotpaulite-0011971', 'Rasvumite-0000782', 'Stannite-0010546', 'Sternbergite-0014818', 'Violarite-0001000']","4.0,7.0,15.0,16.0,20.0,24.0,34.0,48.0,51.0,58.0,59.0,75.0,80.0,81.0,99.0,106.0,110.0,111.0,124.0,147.0,148.0,159.0,162.0,166.0,167.0,182.0,191.0,211.0,221.0,222.0,230.0,231.0,233.0,237.0,247.0,254.0,279.0,280.0,326.0,355.0,384.0,394.0,435.0,440.0,468.0,472.0,478.0,486.0,501.0,527.0,530.0,541.0,647.0,696.0,717.0,724.0,765.0,768.0,785.0,792.0,794.0,820.0,824.0,840.0,843.0,846.0,856.0,877.0,880.0,905.0,921.0,1025.0,1026.0,1079.0,1096.0,1114.0,1115.0,1149.0,1175.0,1220.0,1237.0,1238.0,1262.0,1278.0,1298.0,1354.0,1415.0,1440.0,1457.0,1502.0,1509.0,1554.0,1574.0,1582.0"
23,665,MN1O2,lin,0.22557768976041725,0.3257851250631592,"Mineral,Protein","['2ano', '2id0', '3m8z', '3olx', '3shd', '4pst', '4wce', '4wf9', '4wfa', '4wfb', '4z73', 'Schoonerite-0000562', 'Stewartite-0000432']","82.0,219.0,295.0,484.0,499.0,637.0,885.0,1078.0,1085.0,1097.0,1111.0"
24,666,MN1O2,trv,0.21909408684525178,0.34630777923838135,"Mineral,Protein","['1cnz', '1e24', '1jdb', '1khw', '1l5g', '1lev', '1lgc', '1mr2', '1ut5', '1w47', '2a8p', '2boq', '2chr', '2e6c', '2glj', '2id0', '2onh', '2qvw', '2w69', '2woc', '3gbr', '3l7g', '3mwt', '3pif', '3psn', '3rl4', '3shd', '3uva', '3uxi', '4a25', '4e1d', '4g2c', '4gjj', '4nfw', '4wce', '4wf9', '4wfa', '4wfb', '4wyl', '4z73', '4zwp', '5a3n', 'Blythite-0008167', 'Helvine-0000973', 'Hennomartinite-0001769', 'Hyttsjoite-0001799', 'Kolicite-0000783', 'Mozartite-0001932', 'Pyrophanite-0007448', 'Roeblingite-0000963', 'Ronneburgite-0002672']","29.0,38.0,47.0,62.0,63.0,82.0,115.0,174.0,216.0,219.0,307.0,308.0,309.0,321.0,330.0,368.0,376.0,484.0,499.0,532.0,538.0,557.0,572.0,607.0,620.0,628.0,636.0,668.0,796.0,839.0,885.0,928.0,961.0,992.0,1006.0,1010.0,1011.0,1042.0,1097.0,1101.0,1157.0,1211.0,1273.0,1321.0,1337.0,1341.0,1357.0,1429.0,1490.0,1539.0,1583.0,1590.0"
